"SessionId","SeatsRemaining","CostPerTicket","State","Booked","Location","Available","Brand","Occupancy","MovieName","Mode","LastUpdatedOn","TotalCost","Screen","Showtime"
"MTDRTT/273011","46","20$ approx","","46","Mt Druitt","40","Hoyts Cinemas","53.5%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 2:14:54 PM","920 $","Cinema 04","4/02/2023 3:00:00 PM"
"MTDRTT/272930","29","20$ approx","","30","Mt Druitt","26","Hoyts Cinemas","53.6%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 4:50:06 PM","600 $","Cinema 08","4/02/2023 6:00:00 PM"
"MTDRTT/273003","33","20$ approx","","27","Mt Druitt","29","Hoyts Cinemas","48.2%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 4:50:06 PM","540 $","Cinema 01","4/02/2023 7:30:00 PM"
"MTDRTT/272898","49","20$ approx","","51","Mt Druitt","45","Hoyts Cinemas","53.1%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 4:50:08 PM","1020 $","Xtremescreen 03","4/02/2023 8:30:00 PM"
"BANKTN/266611","39","20$ approx","","55","Bankstown","32","Hoyts Cinemas","63.2%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 4:50:08 PM","1100 $","Cinema 08","4/02/2023 6:00:00 PM"
"BANKTN/266635","79","20$ approx","","63","Bankstown","75","Hoyts Cinemas","45.7%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 4:50:09 PM","1260 $","Cinema 07","4/02/2023 8:00:00 PM"
"WESCIN/293979","91","20$ approx","","166","Blacktown","85","Hoyts Cinemas","66.1%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 2:14:58 PM","3320 $","Xtremescreen 05","4/02/2023 4:30:00 PM"
"WESCIN/294032","40","20$ approx","","93","Blacktown","36","Hoyts Cinemas","72.1%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 4:50:10 PM","1860 $","Cinema 07","4/02/2023 5:50:00 PM"
"WESCIN/294190","17","20$ approx","","58","Blacktown","17","Hoyts Cinemas","77.3%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 4:50:11 PM","1160 $","Cinema 09","4/02/2023 7:45:00 PM"
"WESCIN/293980","69","20$ approx","","192","Blacktown","59","Hoyts Cinemas","76.5%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 4:50:11 PM","3840 $","Xtremescreen 05","4/02/2023 8:00:00 PM"
"WESCIN/294033","59","20$ approx","","73","Blacktown","56","Hoyts Cinemas","56.6%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 4:50:12 PM","1460 $","Cinema 07","4/02/2023 9:10:00 PM"
"WESCIN/294210","56","20$ approx","","108","Blacktown","52","Hoyts Cinemas","67.5%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 4:50:12 PM","2160 $","Xtremescreen 01","4/02/2023 9:15:00 PM"
"WETHER/363252","35","20$ approx","","10","Wetherill Park","33","Hoyts Cinemas","23.3%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 2:15:03 PM","200 $","HOYTS LUX 02","4/02/2023 2:20:00 PM"
"WETHER/363086","52","20$ approx","","41","Wetherill Park","49","Hoyts Cinemas","45.6%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 2:15:03 PM","820 $","Cinema 11","4/02/2023 3:00:00 PM"
"WETHER/363087","37","20$ approx","","56","Wetherill Park","34","Hoyts Cinemas","62.2%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 4:50:13 PM","1120 $","Cinema 11","4/02/2023 6:30:00 PM"
"WETHER/362905","62","20$ approx","","83","Wetherill Park","58","Hoyts Cinemas","58.9%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 4:50:13 PM","1660 $","Xtremescreen 5","4/02/2023 8:50:00 PM"
"WETHER/363210","22","20$ approx","","19","Wetherill Park","19","Hoyts Cinemas","50%","Pathaan  (Hindi, Eng Sub)","Auto","4/02/2023 4:50:13 PM","380 $","DBOX 04","4/02/2023 9:00:00 PM"
