"SessionId","SeatsRemaining","CostPerTicket","State","Booked","Location","Available","Brand","Occupancy","MovieName","Mode","LastUpdatedOn","TotalCost","Screen","Showtime"
"12614725","225","20$ approx","NSW","57","Liverpool","221","Event Cinemas","20.5%","Pathaan - Hindi","Auto","02/04/2023 15:09:04","1140 $","10","Sun 05 February 3:00 PM"
"12614729","304","20$ approx","NSW","41","Liverpool","304","Event Cinemas","11.9%","Pathaan - Hindi","Auto","02/04/2023 15:09:06","820 $","11","Sun 05 February 5:15 PM"
"12614735","323","20$ approx","NSW","22","Liverpool","323","Event Cinemas","6.4%","Pathaan - Hindi","Auto","02/04/2023 15:09:07","440 $","11","Sun 05 February 8:30 PM"
"12611389","374","20$ approx","NSW","29","Glendale","371","Event Cinemas","7.2%","Pathaan - Hindi","Auto","02/04/2023 15:09:11","580 $","7","Sun 05 February 9:00 PM"
"12616931","126","20$ approx","NSW","113","Castle Hill","123","Event Cinemas","47.9%","Pathaan - Hindi","Auto","02/04/2023 15:09:14","2260 $","4","Sun 05 February 2:50 PM"
"12616940","186","20$ approx","NSW","53","Castle Hill","183","Event Cinemas","22.5%","Pathaan - Hindi","Auto","02/04/2023 15:09:17","1060 $","4","Sun 05 February 6:00 PM"
"12616950","223","20$ approx","NSW","16","Castle Hill","219","Event Cinemas","6.8%","Pathaan - Hindi","Auto","02/04/2023 15:09:19","320 $","3","Sun 05 February 9:00 PM"
"12608932","44","20$ approx","NSW","2","Castle Hill","44","Event Cinemas","4.3%","Pathaan - Hindi","Auto","02/04/2023 15:09:21","40 $","1","Sun 05 February 9:00 PM"
"12616954","303","20$ approx","NSW","8","Castle Hill","301","Event Cinemas","2.6%","Pathaan - Hindi","Auto","02/04/2023 15:09:25","160 $","2","Sun 05 February 9:30 PM"
"12609956","345","20$ approx","NSW","48","Macquarie Park","341","Event Cinemas","12.3%","Pathaan - Hindi","Auto","02/04/2023 15:09:27","960 $","4","Sun 05 February 5:50 PM"
"12609968","380","20$ approx","NSW","13","Macquarie Park","376","Event Cinemas","3.3%","Pathaan - Hindi","Auto","02/04/2023 15:09:28","260 $","4","Sun 05 February 9:00 PM"
"12615281","48","20$ approx","NSW","80","Burwood","47","Event Cinemas","63%","Pathaan - Hindi","Auto","02/04/2023 15:09:30","1600 $","6","Sun 05 February 3:40 PM"
"12615289","120","20$ approx","NSW","54","Burwood","119","Event Cinemas","31.2%","Pathaan - Hindi","Auto","02/04/2023 15:09:31","1080 $","3","Sun 05 February 6:00 PM"
"12615302","157","20$ approx","NSW","17","Burwood","156","Event Cinemas","9.8%","Pathaan - Hindi","Auto","02/04/2023 15:09:33","340 $","3","Sun 05 February 9:10 PM"
"12611828","146","20$ approx","NSW","12","Hornsby","144","Event Cinemas","7.7%","Pathaan - Hindi","Auto","02/04/2023 15:09:33","240 $","8","Sun 05 February 2:30 PM"
"12611835","143","20$ approx","NSW","15","Hornsby","141","Event Cinemas","9.6%","Pathaan - Hindi","Auto","02/04/2023 15:09:35","300 $","8","Sun 05 February 5:40 PM"
"12611847","343","20$ approx","NSW","13","Hornsby","339","Event Cinemas","3.7%","Pathaan - Hindi","Auto","02/04/2023 15:09:36","260 $","4","Sun 05 February 8:45 PM"
"12618685","274","20$ approx","NSW","61","Campbelltown","270","Event Cinemas","18.4%","Pathaan - Hindi","Auto","02/04/2023 15:09:38","1220 $","2","Sun 05 February 3:00 PM"
"12618694","110","20$ approx","NSW","29","Campbelltown","108","Event Cinemas","21.2%","Pathaan - Hindi","Auto","02/04/2023 15:09:39","580 $","8","Sun 05 February 7:05 PM"
"12612965","149","20$ approx","NSW","94","Parramatta","146","Event Cinemas","39.2%","Pathaan - Hindi","Auto","02/04/2023 15:09:41","1880 $","5","Sun 05 February 3:30 PM"
"12622818","14","20$ approx","NSW","23","Parramatta","14","Event Cinemas","62.2%","Pathaan - Hindi","Auto","02/04/2023 15:09:41","460 $","1","Sun 05 February 5:00 PM"
"12612434","306","20$ approx","NSW","37","Parramatta","302","Event Cinemas","10.9%","Pathaan - Hindi","Auto","02/04/2023 15:09:43","740 $","6","Sun 05 February 5:15 PM"
"12612440","322","20$ approx","NSW","21","Parramatta","318","Event Cinemas","6.2%","Pathaan - Hindi","Auto","02/04/2023 15:09:45","420 $","6","Sun 05 February 8:30 PM"
"12608478","14","20$ approx","NSW","26","Parramatta","14","Event Cinemas","65%","Pathaan - Hindi","Auto","02/04/2023 15:09:46","520 $","3","Sun 05 February 8:30 PM"
"12612443","385","20$ approx","NSW","12","Parramatta","378","Event Cinemas","3.1%","Pathaan - Hindi","Auto","02/04/2023 15:09:48","240 $","1","Sun 05 February 9:00 PM"
"12612781","303","20$ approx","NSW","21","Ryde","299","Event Cinemas","6.6%","Pathaan - Hindi","Auto","02/04/2023 15:09:49","420 $","5","Sun 05 February 5:30 PM"
"12612789","312","20$ approx","NSW","12","Ryde","308","Event Cinemas","3.8%","Pathaan - Hindi","Auto","02/04/2023 15:09:51","240 $","5","Sun 05 February 8:40 PM"
"12610554","121","20$ approx","NSW","13","Hurstville","118","Event Cinemas","9.9%","Pathaan - Hindi","Auto","02/04/2023 15:09:53","260 $","7","Sun 05 February 2:50 PM"
"12610559","145","20$ approx","NSW","35","Hurstville","140","Event Cinemas","20%","Pathaan - Hindi","Auto","02/04/2023 15:09:54","700 $","3","Sun 05 February 5:30 PM"
"12610563","161","20$ approx","NSW","19","Hurstville","156","Event Cinemas","10.9%","Pathaan - Hindi","Auto","02/04/2023 15:09:55","380 $","3","Sun 05 February 8:40 PM"
"12617215","124","20$ approx","NSW","1","Tuggerah","122","Event Cinemas","0.8%","Pathaan - Hindi","Auto","02/04/2023 15:09:56","20 $","8","Sun 05 February 8:00 PM"
"MTDRTT/273012","59","20$ approx","","30","Mt Druitt","56","Hoyts Cinemas","34.9%","Pathaan  (Hindi, Eng Sub)","Auto","5/02/2023 1:45:12 AM","600 $","Cinema 04","5/02/2023 3:00:00 PM"
"MTDRTT/272935","43","20$ approx","","16","Mt Druitt","40","Hoyts Cinemas","28.6%","Pathaan  (Hindi, Eng Sub)","Auto","5/02/2023 1:45:13 AM","320 $","Cinema 08","5/02/2023 6:00:00 PM"
"MTDRTT/273005","54","20$ approx","","4","Mt Druitt","52","Hoyts Cinemas","7.1%","Pathaan  (Hindi, Eng Sub)","Auto","5/02/2023 1:45:14 AM","80 $","Cinema 01","5/02/2023 7:30:00 PM"
"MTDRTT/272903","98","20$ approx","","2","Mt Druitt","94","Hoyts Cinemas","2.1%","Pathaan  (Hindi, Eng Sub)","Auto","5/02/2023 1:45:14 AM","40 $","Xtremescreen 03","5/02/2023 8:30:00 PM"
"BANKTN/266616","68","20$ approx","","23","Bankstown","64","Hoyts Cinemas","26.4%","Pathaan  (Hindi, Eng Sub)","Auto","5/02/2023 1:45:15 AM","460 $","Cinema 08","5/02/2023 6:15:00 PM"
