"Available","SeatsRemaining","Showtime","Booked","LastUpdatedOn","Screen","State","Mode","Location","Occupancy","SessionId","MovieName","Brand","TotalCost","CostPerTicket"
"84","88","Fri 17 February 9:15 PM","56","02/17/2023 10:33:52","6","NSW","Auto","Liverpool","40%","12645241","Pathaan - Hindi","Event Cinemas","1120 $","20$ approx"
