"SessionId","SeatsRemaining","CostPerTicket","State","Booked","Location","Available","Brand","Occupancy","MovieName","Mode","LastUpdatedOn","TotalCost","Screen","Showtime"
"12597731","239","20$ approx","NSW","4","Parramatta","236","Event Cinemas","1.7%","Varisu - Tamil","Auto","30/01/2023 8:13:10 PM","80 $","5","Mon 30 January 9:00 PM"
"12603144","127","20$ approx","NSW","20","Liverpool","126","Event Cinemas","13.7%","Varisu - Tamil","Auto","30/01/2023 5:28:28 PM","400 $","6","Mon 30 January 5:30 PM"
