"SessionId","SeatsRemaining","CostPerTicket","State","Booked","Location","Available","Brand","Occupancy","MovieName","Mode","LastUpdatedOn","TotalCost","Screen","Showtime"
"12603114","108","20$ approx","NSW","39","Liverpool","107","Event Cinemas","26.7%","Varisu - Tamil","Auto","29/01/2023 3:11:40 PM","780 $","6","Sun 29 January 5:45 PM"
"12597711","232","20$ approx","NSW","11","Parramatta","229","Event Cinemas","4.6%","Varisu - Tamil","Auto","29/01/2023 7:34:20 PM","220 $","5","Sun 29 January 9:00 PM"
