"TotalCost","Mode","SeatsRemaining","LastUpdatedOn","Available","Location","MovieName","CostPerTicket","Brand","State","Showtime","SessionId","Screen","Booked","Occupancy"
"120 $","Auto","182","02/08/2023 08:36:58","179","Parramatta","Nanpakal Nerathu Mayakkam","20$ approx","Event Cinemas","NSW","Wed 08 February 9:10 PM","12613039","3","6","3.2%"
