"SessionId","SeatsRemaining","CostPerTicket","State","Booked","Location","Available","Brand","Occupancy","MovieName","Mode","LastUpdatedOn","TotalCost","Screen","Showtime"
"12612444","182","20$ approx","NSW","6","Parramatta","179","Event Cinemas","3.2%","Nanpakal Nerathu Mayakkam","Auto","02/04/2023 15:06:03","120 $","3","Sun 05 February 9:00 PM"
"12615298","112","20$ approx","NSW","10","Burwood","111","Event Cinemas","8.3%","Nanpakal Nerathu Mayakkam","Auto","02/04/2023 15:06:05","200 $","10","Sun 05 February 8:45 PM"
