"SessionId","Location","Brand","LastUpdatedOn","State","SeatsRemaining","Available","Screen","CostPerTicket","TotalCost","Booked","Occupancy","Mode","MovieName","Showtime"
"12613014","Parramatta","Event Cinemas","02/07/2023 05:38:20","NSW","182","179","3","20$ approx","120 $","6","3.2%","Auto","Nanpakal Nerathu Mayakkam","Tue 07 February 9:00 PM"
