"SessionId","SeatsRemaining","CostPerTicket","State","Booked","Location","Available","Brand","Occupancy","MovieName","Mode","LastUpdatedOn","TotalCost","Screen","Showtime"
"12612428","155","20$ approx","NSW","33","Parramatta","152","Event Cinemas","17.8%","Nanpakal Nerathu Mayakkam","Auto","4/02/2023 4:50:29 PM","660 $","3","Sat 04 February 9:00 PM"
"12615250","94","20$ approx","NSW","30","Burwood","91","Event Cinemas","24.8%","Nanpakal Nerathu Mayakkam","Auto","4/02/2023 4:50:29 PM","600 $","10","Sat 04 February 8:45 PM"
