"SeatsRemaining","SessionId","Location","TotalCost","LastUpdatedOn","Booked","Occupancy","CostPerTicket","Mode","MovieName","Screen","State","Brand","Available","Showtime"
"132","12632270","Burwood","400 $","02/13/2023 05:39:57","20","13.2%","20$ approx","Auto","Spadikam","5","NSW","Event Cinemas","131","Mon 13 February 8:00 PM"
