"Available","Mode","CostPerTicket","Location","MovieName","Booked","Showtime","SeatsRemaining","LastUpdatedOn","Occupancy","TotalCost","Screen","State","SessionId","Brand"
"132","Auto","20$ approx","Burwood","Spadikam","19","Sun 12 February 8:00 PM","133","02/12/2023 02:51:29","12.6%","380 $","5","NSW","12632221","Event Cinemas"
