"MovieName","TotalCost","Mode","Booked","Screen","Occupancy","State","Brand","LastUpdatedOn","SeatsRemaining","SessionId","Available","Location","Showtime","CostPerTicket"
"Spadikam","460 $","Auto","23","5","15.2%","NSW","Event Cinemas","02/09/2023 07:37:34","131","12638308","128","Burwood","Thu 09 February 8:00 PM","20$ approx"
